time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.504434118508517315e+01,0.000000000000000000e+00,1.107648681519987758e-07,1.188999156872131557e+01,1.391047891812272042e+02,1.350000000000000000e+02,1.600996962735380791e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,7.179734455730455744e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464139114027673827e+01,0.000000000000000000e+00,1.107666521401669030e-07,1.189011545450974872e+01,1.391048029779016986e+02,1.350000000000000000e+02,1.600997143572756798e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,7.936837310880983175e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.419323344397189857e+01,0.000000000000000000e+00,1.107686607771975440e-07,1.189025519730049396e+01,1.391048162253807163e+02,1.350000000000000000e+02,1.600997330796275975e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,8.867248879822818161e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.368951664684828273e+01,0.000000000000000000e+00,1.107709448352313845e-07,1.189041440043874864e+01,1.391048288187369337e+02,1.350000000000000000e+02,1.600997525198572191e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.001704223241391277e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.311630952808393147e+01,0.000000000000000000e+00,1.107735718855518520e-07,1.189059790166067820e+01,1.391048406277040499e+02,1.350000000000000000e+02,1.600997727768162449e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.146957165386293842e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.245396794867097867e+01,0.000000000000000000e+00,1.107766365520107130e-07,1.189081250414718305e+01,1.391048514856856002e+02,1.350000000000000000e+02,1.600997939766372014e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.335574097220254782e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.167366810886093020e+01,0.000000000000000000e+00,1.107802766499810937e-07,1.189106816466266814e+01,1.391048611718277357e+02,1.350000000000000000e+02,1.600998162850491013e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.589009952170237668e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.073100648206323626e+01,0.000000000000000000e+00,1.107847026957527306e-07,1.189138018456512924e+01,1.391048693801576803e+02,1.350000000000000000e+02,1.600998399279464124e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.944630532139846076e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.955321182488577136e+01,0.000000000000000000e+00,1.107902562563453533e-07,1.189177358283554753e+01,1.391048756623116276e+02,1.350000000000000000e+02,1.600998652280708967e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.472699570180603729e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.801100391468788331e+01,0.000000000000000000e+00,1.107975367225331544e-07,1.189229270972690244e+01,1.391048793101905687e+02,1.350000000000000000e+02,1.600998926761880981e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.319005609953416949e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
