x [um],y [um],Vmem [mV]
6.784785940208074351e+01,1.709403746990561856e+01,-4.273861794187009622e+00
8.456789977202964792e+01,1.586912950321281812e+01,-4.373902869987859710e+00
1.018906073551656277e+02,1.675123945270902226e+01,-4.461400965707605693e+00
5.197076495894392423e+01,2.386940413974891584e+01,-4.186904204690006459e+00
6.823239894198962929e+01,2.415996696000113886e+01,-4.221222958472097275e+00
8.555275244556176517e+01,2.301594166121476093e+01,-4.323866424322476476e+00
1.024138069657394681e+02,2.399975114846564139e+01,-4.466821902529318322e+00
3.580541367937973263e+01,3.428155687411967989e+01,-4.250103944812600787e+00
5.097135169424250734e+01,3.309417028000290628e+01,-4.160959546464384040e+00
6.815816306930898349e+01,3.309830641807421614e+01,-4.224748207070394557e+00
8.512773923245138974e+01,3.283165647861480352e+01,-4.401342146040473580e+00
1.020003152224393403e+02,3.301371067328813069e+01,-4.646543231189630418e+00
3.371885196887702563e+01,4.243095387166889054e+01,-4.165653973550714539e+00
5.082437251343039009e+01,4.253742366070144243e+01,-4.156754001049646874e+00
6.808839655014348580e+01,4.242780205695591178e+01,-4.291239673760064655e+00
8.507616599770381072e+01,4.242368595050987068e+01,-4.640619539803664040e+00
1.020281595191424344e+02,4.223444590742160187e+01,-5.128824404154378236e+00
3.385078011579796708e+01,5.186317488656949592e+01,-4.138065001042821933e+00
5.092269180469254053e+01,5.215705375045622105e+01,-4.177361306832285237e+00
6.815268031759272560e+01,5.169985857330740231e+01,-4.426813283964655454e+00
8.510551092573166443e+01,5.204839975013921105e+01,-5.112437959052159364e+00
1.020722499978575399e+02,5.155920191880530012e+01,-6.143980965754007428e+00
1.363057796341053063e+02,5.210244263598969638e+01,-7.561004590400324687e+00
1.844137800963941487e+01,6.186126178293443445e+01,-4.174497000433106564e+00
3.361066005896982034e+01,6.119842937159612006e+01,-4.120196794428911069e+00
5.078705011820943582e+01,6.171542140059142412e+01,-4.219139242886734031e+00
6.803236699823972344e+01,6.104632603191016926e+01,-4.631321370758226585e+00
8.547939116450446306e+01,6.145764104210194745e+01,-5.922692709639930442e+00
1.017796911363156198e+02,6.120209147468813882e+01,-8.552181539538155519e+00
1.192640359964218675e+02,6.145233844958402614e+01,-1.194465236485885740e+01
1.362772505885823477e+02,6.154758467929697474e+01,-9.951009028685149360e+00
1.509550248460211037e+02,6.313691715061917620e+01,-8.654373288876103132e+00
1.648334124363978503e+01,7.063023742465206567e+01,-4.137245018261942242e+00
3.354941228316213397e+01,7.100173871749260002e+01,-4.118534951057560178e+00
5.066236869704540169e+01,7.128868019822566282e+01,-4.273560394382999839e+00
6.781124657557170110e+01,7.018420783674550023e+01,-4.878404268217623851e+00
8.498660497639706080e+01,7.081413041257339103e+01,-6.964098003271975479e+00
1.019372503544870909e+02,7.077325171303110096e+01,-1.215176062446982819e+01
1.189537721243781334e+02,7.046506379880985094e+01,-1.737085969420087750e+01
1.362700791638998510e+02,7.123556518988009145e+01,-1.423517031161740931e+01
1.519469651564184858e+02,7.134908113583283296e+01,-1.013050518144624945e+01
1.650431700400510593e+01,8.007625176794864785e+01,-4.123258814726282750e+00
3.332639470292270545e+01,8.052709570556440610e+01,-4.124820832522505754e+00
5.077117166076655508e+01,8.050742535634005037e+01,-4.329853658021045604e+00
6.803015166357391763e+01,7.961132334579211545e+01,-5.170574796415420060e+00
8.456407095799421825e+01,8.020180455287298571e+01,-8.133109489772229139e+00
1.019552171896554711e+02,8.010207316068324701e+01,-1.600355493055678835e+01
1.187631935887529266e+02,7.983698445313632419e+01,-2.235137555876825033e+01
1.360551907044129507e+02,8.037798370557183603e+01,-1.868885810664506053e+01
