time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.504564783876993062e+01,0.000000000000000000e+00,1.108553937866163952e-07,1.189637316039893378e+01,1.390987170335985752e+02,1.350000000000000000e+02,1.600937575946165481e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.172170092814270406e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464278349861902484e+01,0.000000000000000000e+00,1.108570722616576172e-07,1.189648958244215216e+01,1.390987300745275661e+02,1.350000000000000000e+02,1.600937745992671779e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.295749310650919746e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.419472780658510658e+01,0.000000000000000000e+00,1.108589620889876483e-07,1.189662091178559855e+01,1.390987425999265383e+02,1.350000000000000000e+02,1.600937922038860961e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.447612107313701491e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.369113490395443478e+01,0.000000000000000000e+00,1.108611110219341910e-07,1.189677053537275064e+01,1.390987545113306680e+02,1.350000000000000000e+02,1.600938104828891184e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.635275884171309422e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.311808180655864930e+01,0.000000000000000000e+00,1.108635826089545894e-07,1.189694300017096218e+01,1.390987656865216309e+02,1.350000000000000000e+02,1.600938295290673707e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.872340567624938040e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.245593716682409280e+01,0.000000000000000000e+00,1.108664658330516768e-07,1.189714470007914571e+01,1.390987759692316956e+02,1.350000000000000000e+02,1.600938494607980900e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.180162597557855222e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.167589806254291318e+01,0.000000000000000000e+00,1.108698902809187657e-07,1.189738499217765622e+01,1.390987851523545942e+02,1.350000000000000000e+02,1.600938704335852947e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.593741656734505049e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.073359716976004563e+01,0.000000000000000000e+00,1.108740538748848839e-07,1.189767825493802000e+01,1.390987929490535464e+02,1.350000000000000000e+02,1.600938926593266487e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.174026163165209281e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.955633099931151264e+01,0.000000000000000000e+00,1.108792776982167977e-07,1.189804799563258086e+01,1.390987989391633732e+02,1.350000000000000000e+02,1.600939164406586102e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.035609141877643683e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.801495914772160489e+01,0.000000000000000000e+00,1.108861250838699148e-07,1.189853587850598160e+01,1.390988024594193462e+02,1.350000000000000000e+02,1.600939422375620325e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,5.416214449776899276e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103151862464183536e-02,-3.585402139823677459e+01,0.000000000000000000e+00,1.108956931069465923e-07,1.189922415916976384e+01,1.390988023458216389e+02,1.350000000000000000e+02,1.600939708116049687e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,7.876136267795975268e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203438395415472838e-02,-3.248972303805209094e+01,0.000000000000000000e+00,1.109104399211522306e-07,1.190030052586759624e+01,1.390987961945488109e+02,1.350000000000000000e+02,1.600940035878417689e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.296349581381605834e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.303724928366762313e-02,-2.634813103939106682e+01,0.000000000000000000e+00,1.109368771120911123e-07,1.190227103294542133e+01,1.390987774191642075e+02,1.350000000000000000e+02,1.600940437479873779e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.547985467271461608e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404011461318051615e-02,-1.383640142665010231e+01,0.000000000000000000e+00,1.109910844177814564e-07,1.190630802266165489e+01,1.390987139419613925e+02,1.350000000000000000e+02,1.600940997607036564e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.871365350591948999e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
