time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.505070374834537006e+01,0.000000000000000000e+00,1.110687180071671259e-07,1.191145660136437812e+01,1.390843606032285891e+02,1.350000000000000000e+02,1.600798001717334884e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,9.249361915480637067e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464816763478150818e+01,0.000000000000000000e+00,1.110701493354666435e-07,1.191155549195130092e+01,1.390843718364390611e+02,1.350000000000000000e+02,1.600798146406007660e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.022396130060481719e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.420050661614625653e+01,0.000000000000000000e+00,1.110717607726326898e-07,1.191166705314296870e+01,1.390843826328263333e+02,1.350000000000000000e+02,1.600798296188288816e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.142146707409383750e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.369739758026643273e+01,0.000000000000000000e+00,1.110735929690634171e-07,1.191179416163961768e+01,1.390843929090358131e+02,1.350000000000000000e+02,1.600798451694814162e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.290106383563409072e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.312495110403801135e+01,0.000000000000000000e+00,1.110757000045048175e-07,1.191194067858343075e+01,1.390844025616593740e+02,1.350000000000000000e+02,1.600798613711619112e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.476982511606105403e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.246358799295921216e+01,0.000000000000000000e+00,1.110781575793445534e-07,1.191211203213588377e+01,1.390844114585594866e+02,1.350000000000000000e+02,1.600798783240985301e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.719584206649241302e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.168459049514519421e+01,0.000000000000000000e+00,1.110810758943407511e-07,1.191231616369112878e+01,1.390844194247341932e+02,1.350000000000000000e+02,1.600798961598755454e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.045448560376587696e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.074373909068737731e+01,0.000000000000000000e+00,1.110846231833680754e-07,1.191256527174508051e+01,1.390844262180136752e+02,1.350000000000000000e+02,1.600799150576630936e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.502506534175851143e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.956860715834100972e+01,0.000000000000000000e+00,1.110890722045293196e-07,1.191287929001437185e+01,1.390844314840237530e+02,1.350000000000000000e+02,1.600799352731143799e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.180824002726839722e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.803062626762195464e+01,0.000000000000000000e+00,1.110949011378992151e-07,1.191329352697689536e+01,1.390844346640678850e+02,1.350000000000000000e+02,1.600799571943215582e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.267105382395043685e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103151862464183536e-02,-3.587567708055093618e+01,0.000000000000000000e+00,1.111030402823921275e-07,1.191387763295896107e+01,1.390844347792401550e+02,1.350000000000000000e+02,1.600799814627691831e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,6.200988712417250717e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203438395415472838e-02,-3.252363308406834363e+01,0.000000000000000000e+00,1.111155713472808145e-07,1.191479036804982350e+01,1.390844298120785538e+02,1.350000000000000000e+02,1.600800092761335236e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.019601508941513153e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.303724928366762313e-02,-2.641152034656095893e+01,0.000000000000000000e+00,1.111380015702189034e-07,1.191645948658274889e+01,1.390844142474775254e+02,1.350000000000000000e+02,1.600800433014889279e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.001847161310965164e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
