time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.504510518124087071e+01,0.000000000000000000e+00,1.108153892612478159e-07,1.189356093878489062e+01,1.391013927720696302e+02,1.350000000000000000e+02,1.600963723562910701e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.061526728174907759e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464220492023077469e+01,0.000000000000000000e+00,1.108171142814603884e-07,1.189368064736193986e+01,1.391014061463763483e+02,1.350000000000000000e+02,1.600963898357780124e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.173454693252894640e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.419410647420980354e+01,0.000000000000000000e+00,1.108190565150488119e-07,1.189381568138701795e+01,1.391014189903569047e+02,1.350000000000000000e+02,1.600964079322358558e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.311001601135906674e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.369046163237675273e+01,0.000000000000000000e+00,1.108212650451024451e-07,1.189396952306285371e+01,1.391014312027089375e+02,1.350000000000000000e+02,1.600964267222102677e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.480977208312048599e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.311734394233168643e+01,0.000000000000000000e+00,1.108238051919477452e-07,1.189414684734414429e+01,1.391014426576818153e+02,1.350000000000000000e+02,1.600964463011545647e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.695701419746396144e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.245511667097609632e+01,0.000000000000000000e+00,1.108267684228521707e-07,1.189435422826997168e+01,1.391014531944756243e+02,1.350000000000000000e+02,1.600964667908516859e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.974521219860552221e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.167496810292035292e+01,0.000000000000000000e+00,1.108302879479988140e-07,1.189460128684072160e+01,1.391014625999540044e+02,1.350000000000000000e+02,1.600964883512944681e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.349144345728867358e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.073251566119999723e+01,0.000000000000000000e+00,1.108345672345867050e-07,1.189490280764479202e+01,1.391014705788904848e+02,1.350000000000000000e+02,1.600965112005228264e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.874789247079234226e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.955502730003835410e+01,0.000000000000000000e+00,1.108399363827665768e-07,1.189528296309195277e+01,1.391014766987631788e+02,1.350000000000000000e+02,1.600965356499916226e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.655281849042413646e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.801330365978372328e+01,0.000000000000000000e+00,1.108469745943485383e-07,1.189578459903689911e+01,1.391014802766729872e+02,1.350000000000000000e+02,1.600965621731753430e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.906025878701192882e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
