time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.504787776304466718e+01,0.000000000000000000e+00,1.108477785304989746e-07,1.189584753939109696e+01,1.390992155299123567e+02,1.350000000000000000e+02,1.600942466886451854e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.178869343098493919e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464516023611653139e+01,0.000000000000000000e+00,1.108494652249588299e-07,1.189596453361739847e+01,1.390992286342550983e+02,1.350000000000000000e+02,1.600942637808106994e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.303112913024801219e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.419728444463220995e+01,0.000000000000000000e+00,1.108513642337316492e-07,1.189609650318980094e+01,1.390992412203484605e+02,1.350000000000000000e+02,1.600942814760260902e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.455782883425260778e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.369391581894009136e+01,0.000000000000000000e+00,1.108535235103386855e-07,1.189624684927811593e+01,1.390992531892387660e+02,1.350000000000000000e+02,1.600942998490742752e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.644430552357916914e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.312114808384075104e+01,0.000000000000000000e+00,1.108560068628072340e-07,1.189642013745194760e+01,1.390992644181052924e+02,1.350000000000000000e+02,1.600943189932006661e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.882717395292435963e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.245937590131755712e+01,0.000000000000000000e+00,1.108589036266933725e-07,1.189662278696488684e+01,1.390992747499176687e+02,1.350000000000000000e+02,1.600943390273567246e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.192093255072989706e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.167983890206977549e+01,0.000000000000000000e+00,1.108623438827648110e-07,1.189686419056474165e+01,1.390992839765732754e+02,1.350000000000000000e+02,1.600943601077917577e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.607704195634733937e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.073824376333929820e+01,0.000000000000000000e+00,1.108665262711712690e-07,1.189715877877203987e+01,1.390992918098831126e+02,1.350000000000000000e+02,1.600943824474026655e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.190739107921018617e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.956202595885181239e+01,0.000000000000000000e+00,1.108717729636811584e-07,1.189753013819079541e+01,1.390992978277589884e+02,1.350000000000000000e+02,1.600944063502231529e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.056208930674753772e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.802233303296658562e+01,0.000000000000000000e+00,1.108786490291827670e-07,1.189802006030905446e+01,1.390993013640411107e+02,1.350000000000000000e+02,1.600944322782934393e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,5.442613691237383436e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103151862464183536e-02,-3.586438247814491120e+01,0.000000000000000000e+00,1.108882544742662028e-07,1.189871101684899024e+01,1.390993012500542250e+02,1.350000000000000000e+02,1.600944609964368226e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,7.911805380370052645e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203438395415472838e-02,-3.250624436163548836e+01,0.000000000000000000e+00,1.109030527216283832e-07,1.189979108641509598e+01,1.390992950738685181e+02,1.350000000000000000e+02,1.600944939353540519e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.301538659921671327e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.303724928366762313e-02,-2.637962106266419937e+01,0.000000000000000000e+00,1.109295664278169545e-07,1.190176717260189854e+01,1.390992762361521500e+02,1.350000000000000000e+02,1.600945342878357280e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.556693281540476427e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404011461318051615e-02,-1.389254993453270792e+01,0.000000000000000000e+00,1.109839405235861409e-07,1.190581730335210864e+01,1.390992127030083907e+02,1.350000000000000000e+02,1.600945905494057087e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.897380970041724026e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.504297994269341091e-02,-1.011675389223862354e+00,0.000000000000000000e+00,1.110507163358499351e-07,1.191029044039965434e+01,1.390988546329591884e+02,1.350000000000000000e+02,1.600946760302165828e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.272978137056795264e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.604584527220630566e-02,2.032154130885479304e-01,0.000000000000000000e+00,1.110759688058172087e-07,1.191184406054027889e+01,1.390976985704986930e+02,1.350000000000000000e+02,1.600947784444896982e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-7.451863787072385873e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.704871060171920041e-02,-4.248659655146052039e+00,0.000000000000000000e+00,1.110825991272523974e-07,1.191226179252045903e+01,1.390958713311322583e+02,1.350000000000000000e+02,1.600948762805266767e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-1.700455410994816985e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.805157593123209170e-02,-1.005157487951461626e+01,0.000000000000000000e+00,1.110853063978120049e-07,1.191245059138986129e+01,1.390938410905787066e+02,1.350000000000000000e+02,1.600949619904120880e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-1.791259523864418335e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.905444126074498645e-02,-1.547066853174593426e+01,0.000000000000000000e+00,1.110877592634474376e-07,1.191263520467627934e+01,1.390919361656490878e+02,1.350000000000000000e+02,1.600950353488957489e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-1.558190517642752455e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788121e-02,-1.999608298185059851e+01,0.000000000000000000e+00,1.110908423248073646e-07,1.191286684545542940e+01,1.390902681008687978e+02,1.350000000000000000e+02,1.600950984678204136e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-1.272129725472585728e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.106017191977077596e-02,-2.366982095415538723e+01,0.000000000000000000e+00,1.110944788985825276e-07,1.191313538898107716e+01,1.390888338566983293e+02,1.350000000000000000e+02,1.600951536121483443e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-1.033951638367349872e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.206303724928367072e-02,-2.668587958686074302e+01,0.000000000000000000e+00,1.110982831963992804e-07,1.191341275881031336e+01,1.390875998380809619e+02,1.350000000000000000e+02,1.600952025442350646e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-8.581405297872229333e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.306590257879656200e-02,-2.922512464438222679e+01,0.000000000000000000e+00,1.111019074894814719e-07,1.191367524488822305e+01,1.390865322181225565e+02,1.350000000000000000e+02,1.600952465081422460e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-7.314366765134274813e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.406876790830945675e-02,-3.141752043144122197e+01,0.000000000000000000e+00,1.111051458951059030e-07,1.191390934809580493e+01,1.390856031491300939e+02,1.350000000000000000e+02,1.600952863716510421e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-6.380159935873970228e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.507163323782235151e-02,-3.334847647580357943e+01,0.000000000000000000e+00,1.111079166093578889e-07,1.191411003283473669e+01,1.390847904998005902e+02,1.350000000000000000e+02,1.600953227576951221e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-5.660590762915948510e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.607449856733524626e-02,-3.507280009393944908e+01,0.000000000000000000e+00,1.111102176324969453e-07,1.191427757425881140e+01,1.390840765687848659e+02,1.350000000000000000e+02,1.600953561341358977e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-5.078885682925963757e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.707736389684814102e-02,-3.662609572694782401e+01,0.000000000000000000e+00,1.111120897590266752e-07,1.191441503350626796e+01,1.390834469808226572e+02,1.350000000000000000e+02,1.600953868693676085e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-4.588117903162009005e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.808022922636103230e-02,-3.803245292434152702e+01,0.000000000000000000e+00,1.111135918658044516e-07,1.191452660193003688e+01,1.390828898948516894e+02,1.350000000000000000e+02,1.600954152655776142e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-4.160590139015363605e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.908309455587392706e-02,-3.930924060827221922e+01,0.000000000000000000e+00,1.111147861876198664e-07,1.191461662847400937e+01,1.390823954501547917e+02,1.350000000000000000e+02,1.600954415784541141e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-3.780266457823928190e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682181e-02,-4.046993773308570042e+01,0.000000000000000000e+00,1.111157305299158296e-07,1.191468911484777671e+01,1.390819553699282665e+02,1.350000000000000000e+02,1.600954660289670528e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-3.437819406491156114e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.108882521489971656e-02,-4.152571834727208966e+01,0.000000000000000000e+00,1.111164749124815281e-07,1.191474750588680820e+01,1.390815626663188596e+02,1.350000000000000000e+02,1.600954888106396012e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-3.127578369446211381e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.209169054441261132e-02,-4.248629312156817406e+01,0.000000000000000000e+00,1.111170607979514057e-07,1.191479464964723789e+01,1.390812114125195365e+02,1.350000000000000000e+02,1.600955100943057730e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-2.845764985563265885e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.309455587392550607e-02,-4.336033567630379792e+01,0.000000000000000000e+00,1.111175216501753028e-07,1.191483284306473678e+01,1.390808965615308637e+02,1.350000000000000000e+02,1.600955300314761942e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-2.589542534651816961e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.409742120343840083e-02,-4.415569372436241480e+01,0.000000000000000000e+00,1.111178840446719540e-07,1.191486391173628689e+01,1.390806137993228333e+02,1.350000000000000000e+02,1.600955487569152780e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-2.356543127098503657e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
