time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.504394483847402597e+01,0.000000000000000000e+00,1.107328601024681413e-07,1.188773447050446741e+01,1.391069371207923098e+02,1.350000000000000000e+02,1.601018007734790416e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,9.921910823593609336e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464097106708398144e+01,0.000000000000000000e+00,1.107346814332974140e-07,1.188786099569442456e+01,1.391069511848680804e+02,1.350000000000000000e+02,1.601018192403381590e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.096819584615985246e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.419278559517798044e+01,0.000000000000000000e+00,1.107367321174209364e-07,1.188800371354977869e+01,1.391069646877552941e+02,1.350000000000000000e+02,1.601018383595275196e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.225399667521728293e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.368903559814972937e+01,0.000000000000000000e+00,1.107390639939051649e-07,1.188816630384517481e+01,1.391069775222225360e+02,1.350000000000000000e+02,1.601018582120358857e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.384299104117089100e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.311578784063552661e+01,0.000000000000000000e+00,1.107417460554832041e-07,1.188835370698807559e+01,1.391069895551316620e+02,1.350000000000000000e+02,1.601018788988730535e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.585038271196119372e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.245339506424440401e+01,0.000000000000000000e+00,1.107448749186616759e-07,1.188857287064054624e+01,1.391070006161983486e+02,1.350000000000000000e+02,1.601019005489343527e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.845709655539291731e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.167302839751436494e+01,0.000000000000000000e+00,1.107485913047000320e-07,1.188883396319484653e+01,1.391070104796558837e+02,1.350000000000000000e+02,1.601019233315938450e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.195967173199684984e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.073027555277726464e+01,0.000000000000000000e+00,1.107531101755519338e-07,1.188915261156444103e+01,1.391070188326881407e+02,1.350000000000000000e+02,1.601019474777394791e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.687457240714019925e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.955234896987706605e+01,0.000000000000000000e+00,1.107587803252890691e-07,1.188955436772313412e+01,1.391070252168374850e+02,1.350000000000000000e+02,1.601019733172925541e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.417300333995861565e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.800993494790529326e+01,0.000000000000000000e+00,1.107662138580183218e-07,1.189008452830299412e+01,1.391070289079423219e+02,1.350000000000000000e+02,1.601020013520248142e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.587017374603263576e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103151862464183536e-02,-3.584716821802056330e+01,0.000000000000000000e+00,1.107766032216505914e-07,1.189083254186032512e+01,1.391070286341860083e+02,1.350000000000000000e+02,1.601020324134003303e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,6.671704368208233689e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203438395415472838e-02,-3.247915130925025551e+01,0.000000000000000000e+00,1.107926214151384507e-07,1.189200257112764447e+01,1.391070217669227986e+02,1.350000000000000000e+02,1.601020680590129786e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.098444364481352433e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.303724928366762313e-02,-2.632869738235832457e+01,0.000000000000000000e+00,1.108213522057462516e-07,1.189414519110482971e+01,1.391070010997322584e+02,1.350000000000000000e+02,1.601021117708457098e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.159680648784228993e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404011461318051615e-02,-1.380326096873172759e+01,0.000000000000000000e+00,1.108802693095910259e-07,1.189853328616202788e+01,1.391069315759847314e+02,1.350000000000000000e+02,1.601021728072291239e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.123912197431225022e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.504297994269341091e-02,-9.804564188839125505e-01,0.000000000000000000e+00,1.109522002751289248e-07,1.190334788454916293e+01,1.391065410897457753e+02,1.350000000000000000e+02,1.601022654230214570e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.890711968266338705e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.604584527220630566e-02,1.834548159390344546e-01,0.000000000000000000e+00,1.109792705247009821e-07,1.190501302076696710e+01,1.391052877454752661e+02,1.350000000000000000e+02,1.601023760333624324e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-6.342706165141452195e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
