x [um],y [um],Vmem [mV]
6.772828967048387483e+01,1.639256347514874790e+01,-3.955234896987706605e+01
8.560916288624609649e+01,1.552012829141599148e+01,-3.953606078224863296e+01
1.015378990631282079e+02,1.698258440048054041e+01,-3.950917037373864815e+01
5.205155609838041642e+01,2.502094876066033891e+01,-3.958033266116014914e+01
6.848144110030760601e+01,2.324075241114694634e+01,-3.957265588955577584e+01
8.510247886456171784e+01,2.351216348482869378e+01,-3.954976752722956235e+01
1.018438770885895366e+02,2.420329252659693964e+01,-3.950843601290965523e+01
3.561111014623686088e+01,3.442074167651291816e+01,-3.956462828461363301e+01
5.155561099793020219e+01,3.360860595161864950e+01,-3.958749748083503306e+01
6.849981004522155104e+01,3.302639436762743230e+01,-3.957260386020173826e+01
8.507364144365543268e+01,3.306246144196406789e+01,-3.952701728381032353e+01
1.019678645305213536e+02,3.336486030109002598e+01,-3.945606305447449103e+01
3.274920674052226843e+01,4.204860339136465086e+01,-3.958946274104119567e+01
5.090053880418922461e+01,4.248937196836409669e+01,-3.958966932755298274e+01
6.836113023582571202e+01,4.256905245210210609e+01,-3.955459571879295311e+01
8.508664059463647789e+01,4.274744838816879877e+01,-3.946194538764102333e+01
1.018568137360057904e+02,4.280357884060333618e+01,-3.931710387104375570e+01
1.910739507149434857e+01,5.328901357872569378e+01,-3.957663002086601978e+01
3.396535543472096208e+01,5.131092040389987829e+01,-3.959713370677331312e+01
5.106147766343135430e+01,5.156586965284834889e+01,-3.958521556864692315e+01
6.813980344119674726e+01,5.206574512073637351e+01,-3.951912867585641465e+01
8.494673706113321998e+01,5.234747116004835021e+01,-3.933776339922879828e+01
1.019484696314872281e+02,5.226705854179797939e+01,-3.901266354077588261e+01
1.366334609521877042e+02,5.205956465038588732e+01,-3.866977542737546258e+01
1.738483894747878722e+01,6.090605375126045828e+01,-3.958961883858598441e+01
3.431747631984254099e+01,6.095568128301894006e+01,-3.960001287130633330e+01
5.103634401249974673e+01,6.097736100253601421e+01,-3.957478069374712959e+01
6.790891309341851922e+01,6.160918367953190966e+01,-3.946529584357450204e+01
8.479968298001978155e+01,6.193623531888766820e+01,-3.912978078326126763e+01
1.019252635133805711e+02,6.164295344738641091e+01,-3.831616639257033086e+01
1.193605869144970200e+02,6.136846149764417646e+01,-3.716709654058828960e+01
1.366635905786065734e+02,6.109310021966651760e+01,-3.786016844853302388e+01
1.512528727136960640e+02,6.269313051346254895e+01,-3.826904544241670436e+01
1.664550831845831524e+01,6.977725737187728328e+01,-3.959702837552908505e+01
3.364554665574938497e+01,7.029206831797937127e+01,-3.960122547935951332e+01
5.057822821958862392e+01,7.063380042511293766e+01,-3.956208097137118074e+01
6.760061621647479058e+01,7.104543905838033879e+01,-3.940011272603939574e+01
8.489922295787374651e+01,7.135048533366573054e+01,-3.882098767720672328e+01
1.023315659189909042e+02,7.102956496353370142e+01,-3.696184550366210431e+01
1.194615367297893300e+02,7.069158618337445432e+01,-3.321105150027364772e+01
1.365559088868010917e+02,7.061377319677922060e+01,-3.587249111921661182e+01
1.523097365219359745e+02,7.134538093959262994e+01,-3.769833950901551844e+01
1.653450579231632389e+01,7.921362786846836457e+01,-3.959996730183114266e+01
3.323779120893023986e+01,7.976692785120880558e+01,-3.960067280741521500e+01
5.021874458210378833e+01,8.016811305200059223e+01,-3.954979073221158359e+01
6.768527111430127263e+01,8.032914433728126369e+01,-3.932709252627543606e+01
8.526706722099611113e+01,8.064803159187417236e+01,-3.841509774394256027e+01
1.026603749982169376e+02,8.044236898353742049e+01,-3.451459301676340630e+01
1.197407953888621677e+02,8.030681180841186517e+01,-1.411943879811471625e+01
1.368505600963567304e+02,7.995111593692087126e+01,-3.167273480251121853e+01
1.531195000707153895e+02,8.105217204016945232e+01,-3.697535986283104137e+01
1.663308703120346976e+01,8.845353240245853499e+01,-3.960031863039663591e+01
3.302729156208501138e+01,8.950033139096507284e+01,-3.959907021304729113e+01
5.024079859662684555e+01,8.967160940513869605e+01,-3.953959628452348340e+01
6.745834266979974814e+01,8.963206581607832391e+01,-3.927937033075614437e+01
8.499879858600358773e+01,8.982921099324914849e+01,-3.810724783537149563e+01
1.025237041488611283e+02,8.990856022331513486e+01,-3.079921222390529323e+01
1.199111001026665804e+02,8.976684055479827862e+01,-9.104324010048475913e+00
1.370696367208463755e+02,8.934426349240339960e+01,-2.726690203972745508e+01
1.531599185783267103e+02,9.098169456330053606e+01,-3.641566203702563342e+01
1.614451840402210792e+01,9.860530049512617268e+01,-3.959570643082936670e+01
3.284978271150399820e+01,9.897507400668283140e+01,-3.959683060982354164e+01
5.034073403302436844e+01,9.922519913004715875e+01,-3.953566098898339476e+01
6.748134828567393129e+01,9.913532944047952356e+01,-3.926513015750646218e+01
8.462161219531660095e+01,9.912062549192562244e+01,-3.805568214960703699e+01
1.020837863014937170e+02,9.909670141012331612e+01,-2.928334658017519843e+01
1.197357797189239932e+02,9.914901139717714784e+01,-8.870012169136519020e+00
1.367598125009518242e+02,9.891587018379101437e+01,-2.668625992848065209e+01
1.533070974627481462e+02,1.001216457510482343e+02,-3.645221479882764015e+01
1.678827111757853174e+01,1.087483379353421071e+02,-3.958642681572910504e+01
3.316161546082951617e+01,1.083121338056707543e+02,-3.959293379667115431e+01
5.053096472835213149e+01,1.086514861696609557e+02,-3.953858452910978372e+01
6.776532462007271818e+01,1.086757583155548872e+02,-3.929089046861549406e+01
8.476167537349672898e+01,1.086611242708242315e+02,-3.825739347893656372e+01
1.018766687584817134e+02,1.083044148391054335e+02,-3.247575366453872192e+01
1.192132910239963479e+02,1.085193980350002505e+02,-1.168488206505358917e+01
1.360075748399663667e+02,1.083511785913028973e+02,-3.063610050622720848e+01
1.522614300206667224e+02,1.089855123313567731e+02,-3.673629188092014886e+01
1.977502154934992618e+01,1.176001767857726037e+02,-3.957420916351742335e+01
3.359068993018357929e+01,1.180119958488928944e+02,-3.958814407828985082e+01
5.083734294859791447e+01,1.179167810284954214e+02,-3.954599014428679737e+01
6.793745330683260875e+01,1.183243578336746964e+02,-3.935294868695740433e+01
8.489431373902115752e+01,1.182642794099089656e+02,-3.864452572502288774e+01
1.019550697988980090e+02,1.177100253239437393e+02,-3.607083960936543576e+01
1.191303940278372124e+02,1.180600045018790922e+02,-3.186431895271597980e+01
1.355349836637152521e+02,1.181710986351832133e+02,-3.522998907059294993e+01
1.498070075597797199e+02,1.167849603866741575e+02,-3.707021754597529650e+01
3.458668349838674771e+01,1.275510140412210944e+02,-3.958066516966145798e+01
5.068771190734818788e+01,1.274952293025450842e+02,-3.955645292594613238e+01
6.746119464144807409e+01,1.277339883301275307e+02,-3.942912916670698564e+01
8.505424562485002582e+01,1.278484404988619332e+02,-3.900264710418003489e+01
1.022991441931444285e+02,1.271129826739288262e+02,-3.789157415805863849e+01
1.192177856546592096e+02,1.277374310036690019e+02,-3.688171403125593173e+01
1.365664023366220761e+02,1.278050715376765112e+02,-3.729588654241735668e+01
3.424261736240909926e+01,1.366939478500122220e+02,-3.957364912545151014e+01
5.010274448683922088e+01,1.370375503244029289e+02,-3.956246165199814158e+01
6.729084854582387720e+01,1.370380930393635026e+02,-3.948244626900721954e+01
8.453913472524466499e+01,1.370433664888238638e+02,-3.925427481961430942e+01
1.023438139396149467e+02,1.365407381075939952e+02,-3.874850630364985449e+01
1.192704372399740151e+02,1.375926473356635142e+02,-3.834272702074616035e+01
1.347887857561344163e+02,1.354415564372258416e+02,-3.807393855783235637e+01
5.029368422504893488e+01,1.454252433987433903e+02,-3.955874311227999840e+01
6.755117710893973992e+01,1.462915331737870872e+02,-3.950806926916732920e+01
8.431690137012127195e+01,1.464171240999882002e+02,-3.938672081373943001e+01
1.018196999859338234e+02,1.455801363833946311e+02,-3.912487677139961306e+01
1.189594779254669135e+02,1.465929452999119746e+02,-3.882242687123847702e+01
6.791245225002469965e+01,1.546310721661861578e+02,-3.950747131528702027e+01
8.560950525949498058e+01,1.556103147234051960e+02,-3.942775056909032116e+01
1.009759752297390492e+02,1.541845765117997757e+02,-3.927971714606147202e+01
5.961761499160768096e+01,2.007915421199326289e+01,-3.957317579851572731e+01
7.728874121773985451e+01,1.809277810973705414e+01,-3.956264746487372008e+01
9.317310317840960465e+01,1.879222382022388516e+01,-3.953552421614874390e+01
1.099947094972079071e+02,1.983304803010593531e+01,-3.949881889330878693e+01
4.368851210799136453e+01,2.996747977607319058e+01,-3.957988962628434848e+01
6.022994953104565496e+01,2.875453394198952140e+01,-3.958266244618001650e+01
7.668253811353544336e+01,2.793408494953895982e+01,-3.956316853061284178e+01
9.348685094768913473e+01,2.835697383999499976e+01,-3.951742207143927033e+01
4.208250815956405688e+01,3.806536566536028232e+01,-3.958752969538238631e+01
5.991655755980591636e+01,3.807877322681618892e+01,-3.958181724528893142e+01
7.680599496819878880e+01,3.780293659154028063e+01,-3.953931766433098716e+01
9.346705683250489471e+01,3.792674124432584648e+01,-3.945100340168239939e+01
2.538725505372250169e+01,4.779618368980707999e+01,-3.958710104981621924e+01
4.207637307329667919e+01,4.676779877232367966e+01,-3.959493052804849356e+01
5.965640290726397410e+01,4.723671169158016170e+01,-3.957109560727577247e+01
7.663380170736975572e+01,4.755735342856380754e+01,-3.948650303546268248e+01
9.346991369532355520e+01,4.755081288199541234e+01,-3.930237179992592900e+01
1.449758874224938268e+02,4.815699373089820057e+01,-3.893311634703075441e+01
2.618839094657487365e+01,5.661772606698590238e+01,-3.959454259866711823e+01
4.264621130867712395e+01,5.606155415449011059e+01,-3.959500753388837779e+01
