time_s,Vmem_mV,Goldman_Vmem_mV,NaK-ATPase_Rate_mol/m2s,cell_sodium_mmol/L,cell_potassium_mmol/L,cell_proteins_mmol/L,cell_anion_mmol/L,Dm_sodium_m2/s,Dm_potassium_m2/s,Dm_proteins_m2/s,Dm_anion_m2/s,I_A/m2,HydroP_Pa,OsmoP_Pa,Displacement_um
1.002865329512894104e-03,-4.505223330919495339e+01,0.000000000000000000e+00,1.111151116683203030e-07,1.191473919917302915e+01,1.390812357222863511e+02,1.350000000000000000e+02,1.600767770158587311e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.023915542980798968e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.005730659025788207e-03,-4.464979707174450851e+01,0.000000000000000000e+00,1.111164895750343237e-07,1.191483429174559916e+01,1.390812465586619169e+02,1.350000000000000000e+02,1.600767909358976482e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.131782272998836589e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008595988538682094e-03,-4.420225689446840533e+01,0.000000000000000000e+00,1.111180408177644540e-07,1.191494156937992877e+01,1.390812569751653882e+02,1.350000000000000000e+02,1.600768053457189666e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.264314604257332330e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.011461318051576415e-03,-4.369929685227234728e+01,0.000000000000000000e+00,1.111198045062788143e-07,1.191506379790717851e+01,1.390812668916946393e+02,1.350000000000000000e+02,1.600768203059383055e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.428059456885885771e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014326647564470302e-03,-4.312703813723618396e+01,0.000000000000000000e+00,1.111218326658061124e-07,1.191520468940572641e+01,1.390812762088886245e+02,1.350000000000000000e+02,1.600768358921008172e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.634861146894975239e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.017191977077364189e-03,-4.246591806087743493e+01,0.000000000000000000e+00,1.111241981135519795e-07,1.191536946206529990e+01,1.390812847997985386e+02,1.350000000000000000e+02,1.600768522005242289e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.903311887708968294e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.020057306590258075e-03,-4.168724584626139062e+01,0.000000000000000000e+00,1.111270068403867777e-07,1.191556574935620638e+01,1.390812924963212538e+02,1.350000000000000000e+02,1.600768693576413781e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.263866236186458568e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.022922636103152830e-03,-4.074684882324804391e+01,0.000000000000000000e+00,1.111304206295181998e-07,1.191580527537381684e+01,1.390812990658786248e+02,1.350000000000000000e+02,1.600768875355788623e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.769525423259190725e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.025787965616045849e-03,-3.957238820497247644e+01,0.000000000000000000e+00,1.111347017320488959e-07,1.191610719567156096e+01,1.390813041682147571e+02,1.350000000000000000e+02,1.600769069798868216e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,3.519864156027471537e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002865329512894060e-02,-3.803547721076132859e+01,0.000000000000000000e+00,1.111403097981837338e-07,1.191650543357127923e+01,1.390813072670570705e+02,1.350000000000000000e+02,1.600769280632141545e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.721249267906151459e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103151862464183536e-02,-3.588242295245341040e+01,0.000000000000000000e+00,1.111481387950262573e-07,1.191706688920910828e+01,1.390813074231737687e+02,1.350000000000000000e+02,1.600769514012824857e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,6.859472099900951638e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203438395415472838e-02,-3.253426837756139633e+01,0.000000000000000000e+00,1.111601883075339639e-07,1.191794400212737060e+01,1.390813027019576680e+02,1.350000000000000000e+02,1.600769781430605931e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.127503300277547448e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.303724928366762313e-02,-2.643155847197210306e+01,0.000000000000000000e+00,1.111817461725521002e-07,1.191954739688106280e+01,1.390812878189988453e+02,1.350000000000000000e+02,1.600770108455007446e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,2.212896290668791793e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404011461318051615e-02,-1.398260416991081279e+01,0.000000000000000000e+00,1.112259359569917423e-07,1.192283641325688137e+01,1.390812370943505982e+02,1.350000000000000000e+02,1.600770563259168355e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,4.252430582751635349e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.504297994269341091e-02,-1.042423868001090881e+00,0.000000000000000000e+00,1.112804949982125456e-07,1.192649321113048977e+01,1.390809485681343460e+02,1.350000000000000000e+02,1.600771255956649597e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,1.997985361912777738e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.604584527220630566e-02,2.238521200753195162e-01,0.000000000000000000e+00,1.113012194681362756e-07,1.192776864746129029e+01,1.390800104046350611e+02,1.350000000000000000e+02,1.600772090421000726e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-6.400397045125182296e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.704871060171920041e-02,-4.214614395193794216e+00,0.000000000000000000e+00,1.113066498986446261e-07,1.192811095410913147e+01,1.390785231501135684e+02,1.350000000000000000e+02,1.600772889358077578e+01,2.000000000000000143e-18,1.000000000000000072e-18,0.000000000000000000e+00,1.000000000000000072e-18,-1.476794305502269351e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
